Title,Rent,Address,URL
The Park at Greenbriar,$1300,Chamblee Tucker,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-park-at-greenbriar/7106384917.html
3 Bedroom Apartment Home Available Now At Laurels!,$1300,GROVE PARK,https://atlanta.craigslist.org/nat/apa/d/canton-3-bedroom-apartment-home/7106411757.html
3 Bedroom 2 Bath Townhomes,$1425,Marietta,https://atlanta.craigslist.org/atl/apa/d/austell-3-bedroom-2-bath-townhomes/7106412167.html
"Public Transportation, Sundeck, Refrigerator",$1425,Cartersville,https://atlanta.craigslist.org/atl/apa/d/atlanta-public-transportation-sundeck/7101500788.html
Welcome to your home sweet HOME! APRIL FREE,$1524,Marietta,https://atlanta.craigslist.org/atl/apa/d/woodstock-welcome-to-your-home-sweet/7106414203.html
Pinewood Manor Gives You Second Chances,$1524,Covington,https://atlanta.craigslist.org/sat/apa/d/riverdale-pinewood-manor-gives-you/7106412027.html
HAPPY LIFE STARTS WITH A HAPPY HOME !!! COME STOP BY FOR A TOUR !!!,$1266,"2090 Columns Drive Cumming, GA",https://atlanta.craigslist.org/eat/apa/d/lithonia-happy-life-starts-with-happy/7106395193.html
LEASING NOW! Stunning 3 Bedroom Apartments Available!,$1266,Buckhead,https://atlanta.craigslist.org/nat/apa/d/lawrenceville-leasing-now-stunning-3/7106368684.html
FURNISHED 3BEDROOM/2BATH Corporate Intown EMORY/CDC,$1410,"2200 Parklake Drive NE Atlanta, GA",https://atlanta.craigslist.org/atl/apa/d/atlanta-furnished-3bedroom-2bath/7106406944.html
"Laundry Facility, State-of-the-Art Fitness Center, Refrigerator",$1410,Norcross,https://atlanta.craigslist.org/atl/apa/d/smyrna-laundry-facility-state-of-the/7106405050.html
Now Leasing! Now Leasing! Full Renovation!,$1266,2916 Elizabeth Lane Snellville GA. 30078,https://atlanta.craigslist.org/eat/apa/d/decatur-now-leasing-now-leasing-full/7106403516.html
Come Visit Brookside Park Apartments!,$1266,"4766 White Oak Path, Stone Mountain GA 30088",https://atlanta.craigslist.org/atl/apa/d/atlanta-come-visit-brookside-park/7106393252.html
"Pet Friendly, Perfect Location, BBQ Area",$1150,"4856 Huntlea Ct, Decatur GA 30034",https://atlanta.craigslist.org/wat/apa/d/atlanta-pet-friendly-perfect-location/7106393245.html
FULLY RENOVATED 3/2! HARDWOODS! ON WESTSIDE PARK!,$1150,2916 Elizabeth Lane Snellville GA. 30078,https://atlanta.craigslist.org/atl/apa/d/atlanta-fully-renovated-3-2-hardwoods/7099289611.html
Apartamentos Remodelados en AMBER GROVE,$1196,"4766 White Oak Path, Stone Mountain GA 30088",https://atlanta.craigslist.org/wat/apa/d/marietta-apartamentos-remodelados-en/7106378414.html
The Price is Right Here At St. Ives Crossing,$1196,"3705 Glenwood Rd, Decatur, GA 30032",https://atlanta.craigslist.org/sat/apa/d/stockbridge-the-price-is-right-here-at/7106385238.html
"Short Term Lease, Cable/Satellite, Dishwasher",$1196,"3705 Glenwood Rd, Decatur, GA 30032",https://atlanta.craigslist.org/atl/apa/d/atlanta-short-term-lease-cable/7106380327.html
"Leasing Now, Green Spaces, Large Walk In Closets",$1196,"4766 White Oak Path, Stone Mountain GA 30088",https://atlanta.craigslist.org/nat/apa/d/cartersville-leasing-now-green-spaces/7106382126.html
Bueno Barato i Bonito llamenos tengo un Especial para usted!,$1085,"4856 Huntlea Ct, Decatur GA 30034",https://atlanta.craigslist.org/wat/apa/d/marietta-bueno-barato-bonito-llamenos/7106367733.html
"Quality, 3 Bedroom Apartment Available at Arbor Lake!",$1085,2916 Elizabeth Lane Snellville GA. 30078,https://atlanta.craigslist.org/eat/apa/d/covington-quality-3-bedroom-apartment/7106314450.html
"State-of-the-Art Fitness Center, Washer/Dryer Hookup, Window Coverings",$1266,"3705 Glenwood Rd, Decatur, GA 30032",https://atlanta.craigslist.org/wat/apa/d/smyrna-state-of-the-art-fitness-center/7100132021.html
Big as a house + Pet friendly + Great location + YOU = Linden Ridge,$1266,"4766 White Oak Path, Stone Mountain GA 30088",https://atlanta.craigslist.org/eat/apa/d/pine-lake-big-as-house-pet-friendly/7106374585.html
Welcome Home to the Columns at Pilgrim Mill,$2055,"4856 Huntlea Ct, Decatur GA 30034",https://atlanta.craigslist.org/nat/apa/d/cumming-welcome-home-to-the-columns-at/7106373965.html
"$750 OFF, call now.",$2055,"3705 Glenwood Rd, Decatur, GA 30032",https://atlanta.craigslist.org/nat/apa/d/atlanta-750-off-call-now/7106372424.html
"Washer/Dryer, Night Patrol, Elevator",$1266,Austell,https://atlanta.craigslist.org/atl/apa/d/atlanta-washer-dryer-night-patrol/7105352187.html
Gracious 1437 Sq. Ft. square foot apartment in Atlanta,$1266,"4766 White Oak Path, Stone Mountain GA 30088",https://atlanta.craigslist.org/atl/apa/d/atlanta-gracious-1437-sq-ft-square-foot/7106367752.html
COMING AVAILABLE SOON!!,$3545,"2531 Laurel Circle NW, Atlanta GA 30311",https://atlanta.craigslist.org/atl/apa/d/atlanta-coming-available-soon/7106362783.html
"Cable/Satellite, Clubhouse, On-site Maintenance",$3545,"4856 Huntlea Ct, Decatur GA 30034",https://atlanta.craigslist.org/atl/apa/d/atlanta-cable-satellite-clubhouse-on/7106353227.html
"On-site Management, On-site Maintenance, Ceiling Fan",$1353,"2777 Santa Barbara Dr, Atlanta GA 30318",https://atlanta.craigslist.org/atl/apa/d/atlanta-on-site-management-on-site/7106352444.html
"Freeway Access, Washer/Dryer Hookup, Garage",$1353,MCDONOUGH,https://atlanta.craigslist.org/atl/apa/d/atlanta-freeway-access-washer-dryer/7106351646.html
"Brushed Nickel Lighting, Perfect Location, Visit Your New Home",$1353,MCDONOUGH,https://atlanta.craigslist.org/nat/apa/d/norcross-brushed-nickel-lighting/7106349406.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1353,MCDONOUGH,https://atlanta.craigslist.org/atl/apa/d/snellville-your-job-and-rental-history/7099365452.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$2545,Cartersville,https://atlanta.craigslist.org/atl/apa/d/stone-mountain-your-job-and-rental/7099399820.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$2545,MCDONOUGH,https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7099985513.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1295,MCDONOUGH,https://atlanta.craigslist.org/atl/apa/d/snellville-your-job-and-rental-history/7099983896.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1295,Cartersville,https://atlanta.craigslist.org/atl/apa/d/stone-mountain-your-job-and-rental/7099988903.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1690,"",https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7099989227.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1690,"",https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7101011705.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1265,"",https://atlanta.craigslist.org/atl/apa/d/stone-mountain-your-job-and-rental/7101236371.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1265,"",https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7101242011.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1200,"",https://atlanta.craigslist.org/atl/apa/d/snellville-your-job-and-rental-history/7101358495.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1200,"",https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7102080025.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1275,"",https://atlanta.craigslist.org/atl/apa/d/stone-mountain-your-job-and-rental/7102082304.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1275,"",https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7102100393.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1151,"",https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7102414360.html
Beautiful Spacious 3 Bedroom Available,$1151,"",https://atlanta.craigslist.org/atl/apa/d/austell-beautiful-spacious-3-bedroom/7106344214.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1200,"",https://atlanta.craigslist.org/atl/apa/d/stone-mountain-your-job-and-rental/7102416438.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1200,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-your-job-and-rental-history-is/7102419686.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1180,"",https://atlanta.craigslist.org/atl/apa/d/decatur-your-job-and-rental-history-is/7102422316.html
YOUR JOB AND RENTAL HISTORY IS YOUR CREDIT!!,$1180,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-your-job-and-rental-history-is/7102423195.html
"Freeway access, Picnic areas, Cyber cafe",$1110,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-freeway-access-picnic-areas/7098102648.html
SEEKING AND YOU WILL FIND!,$1110,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-seeking-and-you-will-find/7106334637.html
There's no place like home. NO PLACE! Click here for savings now :-),$1266,"",https://atlanta.craigslist.org/atl/apa/d/pine-lake-theres-no-place-like-home-no/7106330035.html
Come Visit Brookside Park Apartments!,$1266,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-come-visit-brookside-park/7106326410.html
BREAKTHROUGH TO MEADOWLARK APARTMENTS!,$870,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-breakthrough-to-meadowlark/7106330748.html
WE'VE GOT WHAT YOU ARE LOOKING FOR!,$870,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-weve-got-what-you-are-looking/7106330634.html
Come Visit Brookside Park Apartments!,$1053,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-come-visit-brookside-park/7106326929.html
Come and Visit our modern 3 bedroom today!,$1053,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-come-and-visit-our-modern-3/7106316670.html
For Rent 3 bed 2 bath 1 car garage,$1020,"",https://atlanta.craigslist.org/nat/apa/d/cassville-for-rent-3-bed-2-bath-1-car/7106324350.html
COME GET IT BEFORE IT'S GONE!,$1020,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-come-get-it-before-its-gone/7106324203.html
BEAUTY IS IN THE EYES OF THE BEHOLDER!,$1905,"",https://atlanta.craigslist.org/sat/apa/d/mcdonough-beauty-is-in-the-eyes-of-the/7106324090.html
Country Living 3 bed 2 bath 1 car garage big yard,$1905,"",https://atlanta.craigslist.org/nat/apa/d/cassville-country-living-3-bed-2-bath-1/7106324084.html
The Flats @ 1885,$1499,"",https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7106322698.html
UPDATED! GREAT AMENITIES! GREAT LOCATION! AMAZING HOME!,$1025,Fayetteville,https://atlanta.craigslist.org/sat/apa/d/fayetteville-updated-great-amenities/7106319551.html
Get The Home You Deserve And More! E N O R M O U S Floor Plans!,$1025,Duluth,https://atlanta.craigslist.org/eat/apa/d/pine-lake-get-the-home-you-deserve-and/7106319305.html
"24-hour Fitness Center, Dishwasher, Picnic Area",$1050,Atlanta,https://atlanta.craigslist.org/wat/apa/d/duluth-24-hour-fitness-center/7096005760.html
"Extra Storage, Vaulted Ceilings and Crown Molding, Cozy Fireplace",$1050,DAWSONVILLE-Brand NEW! 3brs $1595+ /COTTAGES AT RILEY PLACE,https://atlanta.craigslist.org/sat/apa/d/mcdonough-extra-storage-vaulted/7106313063.html
Find your new home At Brookside Today!,$1420,Lawrenceville,https://atlanta.craigslist.org/atl/apa/d/atlanta-find-your-new-home-at-brookside/7106310285.html
Manufactured/Mobile Home for STEAL!!!,$1420,Avondale Estates,https://atlanta.craigslist.org/atl/apa/d/atlanta-manufactured-mobile-home-for/7106305914.html
Inspired luxury open concept Townhomes with Garage included.,$1525,"100 Woodlawn Park Drive McDonough, GA",https://atlanta.craigslist.org/nat/apa/d/dawsonville-inspired-luxury-open/7091598259.html
"Grilling Area, Now Available, Come Visit Today",$1525,Atlanta/Buckhead/RESERVE AT LENOX PARK!~AwardWinning Mgmt!,https://atlanta.craigslist.org/nat/apa/d/lawrenceville-grilling-area-now/7106298915.html
Modern Amenities & Sophisticated Style!!,$1561,Douglasville,https://atlanta.craigslist.org/atl/apa/d/avondale-estates-modern-amenities/7106300197.html
"ADA Accessible, Business Center with Free Wifi, Valet Trash Service",$1561,Fayetteville,https://atlanta.craigslist.org/sat/apa/d/mcdonough-ada-accessible-business/7106299891.html
"Full-Sized Washer and Dryer, Cozy Fireplace, ADA Accessible",$350,Atlanta/Buckhead/RESERVE AT LENOX PARK!~3/2 $2667/mo,https://atlanta.craigslist.org/sat/apa/d/mcdonough-full-sized-washer-and-dryer/7106299608.html
STYLISH 3 BED - UPDATED! Awesome Value!,$350,Dekalb County,https://atlanta.craigslist.org/sat/apa/d/mcdonough-stylish-3-bed-updated-awesome/7106292155.html
The VERY BEST of Everything. Life in URBAN BUCKHEAD is the place to be,$1595,Riverdale,https://atlanta.craigslist.org/atl/apa/d/atlanta-the-very-best-of-everything/7092037870.html
"Virtual Tours now available, Alluring Pool, Lake Views",$1595,"150 Carrington Park Drive Gainesville, GA",https://atlanta.craigslist.org/wat/apa/d/douglasville-virtual-tours-now/7106289797.html
LOCATION!!LOCATION!!LOCATION!!,$1660,West Midtown,https://atlanta.craigslist.org/sat/apa/d/fayetteville-locationlocationlocation/7104784423.html
"Newly Renovated Apartments, Laundry Care Center, ADA Accessible",$1660,riverdale,https://atlanta.craigslist.org/sat/apa/d/mcdonough-newly-renovated-apartments/7106278621.html
FANTASTIC LOCATION. Modern amenities & sophisticated finishes!,$1134,Riverdale,https://atlanta.craigslist.org/atl/apa/d/atlanta-fantastic-location-modern/7091976571.html
Spacious 2 Bedroom Housing Voucher Accepted!,$1134,riverdale,https://atlanta.craigslist.org/atl/apa/d/lithonia-spacious-2-bedroom-housing/7106275459.html
SPACIOUS 3BED 2BATH,$1525,Kennesaw,https://atlanta.craigslist.org/sat/apa/d/riverdale-spacious-3bed-2bath/7092010869.html
"Clubroom, Balcony, Group exercise",$1525,"100 Akers Ridge Drive Atlanta, GA",https://atlanta.craigslist.org/wat/apa/d/atlanta-clubroom-balcony-group-exercise/7101138726.html
Large 3 bed 2 bath 1499 sq ft for $,$1525,Lawrenceville,https://atlanta.craigslist.org/nat/apa/d/gainesville-large-3-bed-2-bath-1499-sq/7106268274.html
"Westside flat, modern rustic meets industrial three bedroom available",$1525,riverdale,https://atlanta.craigslist.org/atl/apa/d/atlanta-westside-flat-modern-rustic/7092550894.html
For sale only beautiful single wide 3 bedroom 2 bathroom!,$1295,"Stockbridge, GA",https://atlanta.craigslist.org/nat/apa/d/marietta-for-sale-only-beautiful-single/7106262238.html
Pre-Lease Your New Place! 3 Bedrooms Available!,$1295,"Loganville, GA",https://atlanta.craigslist.org/sat/apa/d/riverdale-pre-lease-your-new-place-3/7092007903.html
*SPACIOUS 3BED 2BATH*,$2667,Doraville,https://atlanta.craigslist.org/sat/apa/d/riverdale-spacious-3bed-2bath/7092010752.html
"Washer/Dryer Hookup, Basketball Court(s), Disability Access",$2667,Austell,https://atlanta.craigslist.org/atl/apa/d/atlanta-washer-dryer-hookup-basketball/7104190888.html
WELCOME TO YOUR NEW HOME,$1379,Austell,https://atlanta.craigslist.org/sat/apa/d/riverdale-welcome-to-your-new-home/7092073114.html
Lease a Beautiful 3rd Floor View!,$1379,WOOD CREEK,https://atlanta.craigslist.org/nat/apa/d/kennesaw-lease-beautiful-3rd-floor-view/7106247636.html
"Excellent school district, Cyber cafe, Public transportation",$1100,Austell,https://atlanta.craigslist.org/wat/apa/d/atlanta-excellent-school-district-cyber/7103114675.html
VIRTUAL TOURS AVAILABLE!!,$1100,Canton,https://atlanta.craigslist.org/atl/apa/d/atlanta-virtual-tours-available/7106239902.html
"Balcony, Dishwasher, Patio",$1525,Sandy Springs,https://atlanta.craigslist.org/atl/apa/d/atlanta-balcony-dishwasher-patio/7103108869.html
Fully Renovated 3 bedrooms Available May 1st,$1525,"100 Ivey Park Lane Norcross, GA",https://atlanta.craigslist.org/wat/apa/d/marietta-fully-renovated-3-bedrooms/7098135053.html
A 3 Bedroom Apartment at Mulberry Place is Waiting for You!,$2667,"100 Peyton Place SW Atlanta, GA",https://atlanta.craigslist.org/nat/apa/d/lawrenceville-3-bedroom-apartment-at/7106191494.html
WELCOME TO YOUR NEW HOME,$2667,Atlanta,https://atlanta.craigslist.org/sat/apa/d/riverdale-welcome-to-your-new-home/7092072372.html
The Flats @ 1885,$1050,Lithonia,https://atlanta.craigslist.org/atl/apa/d/morrow-the-flats-1885/7106224592.html
"3 Bedroom, 2 Bathroom Apartments !!!",$1196,Marietta,https://atlanta.craigslist.org/sat/apa/d/stockbridge-3-bedroom-2-bathroom/7106222446.html
You've found your dream home!,$1196,Kennesaw,https://atlanta.craigslist.org/atl/apa/d/grayson-youve-found-your-dream-home/7106207043.html
Regal Vista A place you can call Home - Ask us how!,$1405,Marietta,https://atlanta.craigslist.org/nat/apa/d/atlanta-regal-vista-place-you-can-call/7106217618.html
3 Bedroom 2 Bath Townhomes,$1405,Austell,https://atlanta.craigslist.org/atl/apa/d/austell-3-bedroom-2-bath-townhomes/7106213456.html
Beautiful 3 Bedrooms Available!,$1300,Clarkston,https://atlanta.craigslist.org/atl/apa/d/austell-beautiful-3-bedrooms-available/7106212504.html
DO YOU LIKE WALK IN CLOSET & NEW STAINLESS STEEL APPLIANCES,$1300,Duluth,https://atlanta.craigslist.org/nat/apa/d/roswell-do-you-like-walk-in-closet-new/7106207181.html
3 Bedroom 2 Bath Townhomes - Total Electric,$2850,VILLA RICA,https://atlanta.craigslist.org/atl/apa/d/austell-3-bedroom-2-bath-townhomes/7106209809.html
Your Keys To A New Beginning! 2 Bedroom Apartment Home For You!,$2850,Doraville,https://atlanta.craigslist.org/nat/apa/d/canton-your-keys-to-new-beginning-2/7106187466.html
Comes with built in desk area! So heartwarming and very spacious!,$40000,Canton,https://atlanta.craigslist.org/nat/apa/d/atlanta-comes-with-built-in-desk-area/7106190655.html
"1 Month Free on select 3 Bedrooms, $99. to apply",$40000,VILLA RICA,https://atlanta.craigslist.org/nat/apa/d/peachtree-corners-1-month-free-on/7106190658.html
"Short Term Lease, State-of-the-Art Fitness Center, Ceiling Fan",$1148,4384 Todd Rd Braselton,https://atlanta.craigslist.org/atl/apa/d/smyrna-short-term-lease-state-of-the/7106190067.html
3 BEDROOM 2 BATH!! WASHER/DRYER Included!!,$1148,Atlanta,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-2-bath-washer-dryer/7106189319.html
"Disability Access, Short Term Lease, Large Closets",$1196,"Sandy Springs, GA",https://atlanta.craigslist.org/atl/apa/d/smyrna-disability-access-short-term/7106189002.html
"We love pets!, Central heating & AC, Wooden floors",$1196,"3640 Nature Walk Trl SW Marietta, GA",https://atlanta.craigslist.org/nat/apa/d/lawrenceville-we-love-pets-central/7091416313.html
"Tennis court(s), Refrigerator, Water, sewer, and trash",$2020,Atlanta,https://atlanta.craigslist.org/wat/apa/d/atlanta-tennis-courts-refrigerator/7102130336.html
"Professionally Managed, On Site Laundry Facility, Disposal",$2020,"Marietta, GA",https://atlanta.craigslist.org/eat/apa/d/redan-professionally-managed-on-site/7106179474.html
"Huge floor plans, Picnic areas, Package receiving",$1196,Austell,https://atlanta.craigslist.org/wat/apa/d/atlanta-huge-floor-plans-picnic-areas/7106180819.html
0 DEPOSITO! ! SI 0 DEPOSITO!!,$1196,Austell,https://atlanta.craigslist.org/wat/apa/d/marietta-0-deposito-si-0-deposito/7106174498.html
TAKE A VIRTUAL TOUR AT WALDEN RIDGE,$1524,Smyrna,https://atlanta.craigslist.org/nat/apa/d/kennesaw-take-virtual-tour-at-walden/7106179276.html
"OFFERING 1,2 & 3 BEDROOMS!",$1524,"100 Woods Walk Villa Rica, GA",https://atlanta.craigslist.org/sat/apa/d/atlanta-offering-bedrooms/7097757112.html
Especial del mes de Abril!!!,$1365,riverdale,https://atlanta.craigslist.org/wat/apa/d/marietta-especial-del-mes-de-abril/7106171607.html
Beautiful 3 Bedrooms Available!,$1365,Marietta,https://atlanta.craigslist.org/atl/apa/d/austell-beautiful-3-bedrooms-available/7106176452.html
Stop Looking! You just found your new home @ Parc 1000,$1790,East Point,https://atlanta.craigslist.org/eat/apa/d/clarkston-stop-looking-you-just-found/7106169272.html
"Rec Room, Public Transportation, Disposal",$1790,Alpharetta,https://atlanta.craigslist.org/atl/apa/d/atlanta-rec-room-public-transportation/7104964869.html
"Easy Access to Interstate 85 and Duluth Highway, Game Room, Spin Room",$1905,NORCROSS,https://atlanta.craigslist.org/wat/apa/d/duluth-easy-access-to-interstate-85-and/7106163785.html
House in Villa Rica West Atlanta,$1905,riverdale,https://atlanta.craigslist.org/wat/apa/d/villa-rica-house-in-villa-rica-west/7106162503.html
Feeling lucky? $399 Move in special for you! KRC Alderwood,$1405,Riverdale,https://atlanta.craigslist.org/atl/apa/d/atlanta-feeling-lucky-399-move-in/7106161482.html
Available For Immediate Move In! 3 Bedroom Apartment With W/D!,$1405,Riverdale,https://atlanta.craigslist.org/nat/apa/d/canton-available-for-immediate-move-in/7106154638.html
"Controlled access gate, 24-hr emergency maintenance, Playground",$1096,Atlanta,https://atlanta.craigslist.org/nat/apa/d/lawrenceville-controlled-access-gate-24/7092104769.html
"2 Swimming Pools, Online Resident Portal, Gated Community",$1096,Riverdale,https://atlanta.craigslist.org/sat/apa/d/mcdonough-2-swimming-pools-online/7093288537.html
House in Villa Rica West Atlanta,$1148,Austell,https://atlanta.craigslist.org/wat/apa/d/villa-rica-house-in-villa-rica-west/7106086616.html
MAKE THIS HOME YOURS AS SOON AS POSSIBLE!!!,$1148,Chosewood,https://atlanta.craigslist.org/atl/apa/d/chestnut-mountain-make-this-home-yours/7106057557.html
"3 bedroom 2 bathroom spacious, cute and cozy home",$1151,Lawrenceville,https://atlanta.craigslist.org/atl/apa/d/atlanta-3-bedroom-2-bathroom-spacious/7098531160.html
"Huge floor plans, Washer/dryer hookup, Short term lease",$1151,Atlanta,https://atlanta.craigslist.org/wat/apa/d/atlanta-huge-floor-plans-washer-dryer/7099763361.html
Great savings on this new home!!,$1274,Norcross,https://atlanta.craigslist.org/atl/apa/d/atlanta-great-savings-on-this-new-home/7106015512.html
Single family available for rent,$1274,Lawrenceville,https://atlanta.craigslist.org/atl/apa/d/marietta-single-family-available-for/7106009090.html
"Resort-Style Swimming Pool, Kitchen Pantry, Built-In Desk",$750,Canton,https://atlanta.craigslist.org/sat/apa/d/atlanta-resort-style-swimming-pool/7105976135.html
Spacious 3 bedroom with beautiful views,$750,Atlanta,https://atlanta.craigslist.org/atl/apa/d/atlanta-spacious-3-bedroom-with/7105977531.html
Start fresh this spring in your dream home. You'll love living in this,$1481,Lawrenceville,https://atlanta.craigslist.org/nat/apa/d/marietta-start-fresh-this-spring-in/7101832920.html
"Public transportation, Washer/dryer hookup, Picnic areas",$1481,Gainesville/SUMMIT PLACE AT LIMESTONE is impressive living!,https://atlanta.craigslist.org/wat/apa/d/atlanta-public-transportation-washer/7103003930.html
3 Bedroom 2 Bath Townhomes,$1020,Marietta,https://atlanta.craigslist.org/atl/apa/d/austell-3-bedroom-2-bath-townhomes/7105958885.html
"In-Home Washer & Dryer , Washer/Dryer Connections, Kitchen Pantry",$1020,Lawrenceville,https://atlanta.craigslist.org/sat/apa/d/atlanta-in-home-washer-dryer-washer/7102885381.html
"Playground, Window Coverings, Disposal",$931,Greenbriar Mall/South Fulton,https://atlanta.craigslist.org/atl/apa/d/smyrna-playground-window-coverings/7105950785.html
3 Bedroom 2 Bath Townhomes  - Total Electric,$931,Henry County,https://atlanta.craigslist.org/atl/apa/d/austell-3-bedroom-2-bath-townhomes/7105947092.html
The Greens at Windy Hill Apartment Homes,$1475,"McDonough, GA",https://atlanta.craigslist.org/atl/apa/d/smyrna-the-greens-at-windy-hill/7091575185.html
Rare 3 Bedroom Available*$150 OFF Your Rent*Call Us NOW!!!,$1475,Marietta,https://atlanta.craigslist.org/wat/apa/d/villa-rica-rare-3-bedroom-available150/7105942973.html
*NEW PRICE ALERT* Brooks Crossing is the Perfect Apartments! Apply Now,$931,"150 Carrington Park Drive Gainesville, GA",https://atlanta.craigslist.org/sat/apa/d/riverdale-new-price-alert-brooks/7092015732.html
Spacious 3/2 Apartment Available Here At Leaf Stone! Apply Today!!,$931,Chamblee Tucker,https://atlanta.craigslist.org/eat/apa/d/porterdale-spacious-3-2-apartment/7105942239.html
"Grilling & Picnic Areas Throughout Community, Playground, En Suites",$1185,"",https://atlanta.craigslist.org/wat/apa/d/marietta-grilling-picnic-areas/7099231829.html
"Gorgeous New@Hardwoods, Open Floor Plan, Custom Kitchen!",$1185,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-gorgeous-newhardwoods-open/7104231825.html
Enjoy The Lifestyle You Deserve In Our Unbeatable 3 Bedroom Apartment!,$1844,"",https://atlanta.craigslist.org/sat/apa/d/atlanta-enjoy-the-lifestyle-you-deserve/7105916954.html
Offering $500 plus $200 back at move-in if we moved in by April 30th.,$1844,"",https://atlanta.craigslist.org/nat/apa/d/alpharetta-offering-500-plus-200-back/7105928873.html
3 BEDROOM APARTMENT!!! COME & LEASE!!🎈,$1485,"",https://atlanta.craigslist.org/atl/apa/d/norcross-3-bedroom-apartment-come-lease/7105925196.html
"Pool, Amazing On-Site Team, Package Receiving",$1485,"",https://atlanta.craigslist.org/atl/apa/d/smyrna-pool-amazing-on-site-team/7105925174.html
Call Now Then Apply!,$1425,"",https://atlanta.craigslist.org/sat/apa/d/riverdale-call-now-then-apply/7105923568.html
3 bedroom price drop,$1425,"",https://atlanta.craigslist.org/sat/apa/d/riverdale-3-bedroom-price-drop/7105923355.html
Price Drop Ask For PAM,$1320,"",https://atlanta.craigslist.org/sat/apa/d/riverdale-price-drop-ask-for-pam/7105923250.html
Beautiful and Spacious!,$1320,"",https://atlanta.craigslist.org/nat/apa/d/atlanta-beautiful-and-spacious/7105921496.html
Pre-Lease Your New Place! 3 Bedrooms Available!,$1399,"",https://atlanta.craigslist.org/sat/apa/d/riverdale-pre-lease-your-new-place-3/7092010806.html
Amazing Three Bedroom Available,$1399,"",https://atlanta.craigslist.org/atl/apa/d/austell-amazing-three-bedroom-available/7105917090.html
"House for Rent, all new renovation, 3BR 2BA",$556,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-house-for-rent-all-new/7105914343.html
Welcome Home! You'll love it.,$556,"",https://atlanta.craigslist.org/nat/apa/d/lawrenceville-welcome-home-youll-love-it/7105853554.html
Great three bedroom two bath for rent!,$1365,"",https://atlanta.craigslist.org/atl/apa/d/atlanta-great-three-bedroom-two-bath/7102455089.html
"Washer/dryer hookup, Pets allowed, Refrigerator",$1365,"",https://atlanta.craigslist.org/wat/apa/d/atlanta-washer-dryer-hookup-pets/7098764565.html
"Stylish Features, Tennis Court, BBQ Picnic Area",$1462,"",https://atlanta.craigslist.org/nat/apa/d/norcross-stylish-features-tennis-court/7105906056.html
Welcome Home! You'll love it.,$1462,"",https://atlanta.craigslist.org/atl/apa/d/lawrenceville-welcome-home-youll-love-it/7105852812.html
"Picnic Area, Fitness Center, Refrigerator",$1455,"",https://atlanta.craigslist.org/eat/apa/d/redan-picnic-area-fitness-center/7105865431.html
3 Bedroom Apartment Home Available Now At Laurels!,$1455,"",https://atlanta.craigslist.org/nat/apa/d/canton-3-bedroom-apartment-home/7105890934.html
